,rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings
569,44,NEW SLOTS 2021－free casino games & slot machines,265946,5000000,4,0.9,1.8,0.0,CASINO,219920,23950,8698,2822,10553
570,45,Quick Hit Casino Games - Free Casino Slots Games,264556,10000000,4,0.5,1.1,0.0,CASINO,189320,36506,18622,5091,15015
571,46,Tongits Go-Exciting and Competitive Card Game,258755,10000000,4,6.1,13.5,0.0,CASINO,222685,12554,7642,3397,12474
572,47,Gaminator Casino Slots - Play Slot Machines 777,215021,5000000,4,1.0,2.3,0.0,CASINO,170145,17010,7086,3398,17380
573,48,ไพ่เท็กซัสโบย่า-Boyaa Texas Poker โป๊กเกอร์มือโปร,211680,5000000,4,0.2,0.4,0.0,CASINO,160936,22352,11006,3828,13555
574,49,Double Win Casino Slots - Free Video Slots Games,211511,1000000,4,1.1,2.2,0.0,CASINO,174952,18748,7633,2843,7333
575,50,UTP - Ultimate Teen Patti (3 Patti),208279,10000000,4,0.4,0.7,0.0,CASINO,146678,19467,7368,4159,30605
576,51,Free Slot Machines with Bonus Games!,207326,5000000,4,0.2,0.5,0.0,CASINO,189655,7941,3925,1388,4415
577,52,Hot Shot Casino Free Slots Games: Real Vegas Slots,204371,5000000,4,0.2,0.4,0.0,CASINO,147841,26775,14092,3867,11793
578,53,Bingo Tycoon,189656,10000000,4,54.5,0.0,0.0,CASINO,127766,19807,11872,6245,23964
579,54,Coin Dozer: Casino,183628,5000000,4,0.6,1.1,0.0,CASINO,141239,20865,10352,3829,7340
580,55,MONOPOLY Slots - Slot Machines,179520,5000000,4,1.1,2.2,0.0,CASINO,139632,11699,5599,3789,18798
581,56,Willy Wonka Slots Free Casino,179001,1000000,4,0.5,1.1,0.0,CASINO,138485,21446,8344,2918,7805
582,57,88 Fortunes Casino Games & Free Slot Machine Games,177051,1000000,4,0.7,1.4,0.0,CASINO,154436,8822,3644,1672,8474
583,58,Roulette Royale - FREE Casino,174066,10000000,4,1.4,2.7,0.0,CASINO,123770,19227,11002,5367,14697
584,59,Slots Free - Big Win Casino™,173372,5000000,4,0.0,0.0,0.0,CASINO,126569,21203,10941,4076,10581
585,60,Pmang Poker : Casino Royal,172651,5000000,4,0.7,0.9,0.0,CASINO,106066,26042,13410,4426,22704
586,61,Slotpark - Online Casino Games & Free Slot Machine,172200,5000000,4,1.4,3.0,0.0,CASINO,123431,19427,8684,4217,16439
587,62,Slots Casino - Jackpot Mania,170510,5000000,4,0.3,0.6,0.0,CASINO,144759,10409,4881,2271,8188
588,63,Bingo by Alisa - Free Live Multiplayer Bingo Games,154112,1000000,4,0.0,0.0,0.0,CASINO,119255,21177,7308,2113,4257
589,64,Poker Texas Boyaa,146663,5000000,3,0.1,0.2,0.0,CASINO,84613,13974,13184,5793,29096
590,65,Scratch Day,145635,5000000,3,0.1,0.3,0.0,CASINO,88085,17381,12934,5744,21490
591,66,Cổng game ZingPlay - Game bài - Game cờ - Tiến lên,142948,10000000,3,1.5,3.1,0.0,CASINO,95538,7899,5039,2809,31659
592,67,Slot Machine - FREE Casino,141345,10000000,4,11.4,22.9,0.0,CASINO,83149,26077,14384,5285,12447
593,68,Rock N' Cash Casino Slots -Free Vegas Slot Games,140882,1000000,4,2.5,5.6,0.0,CASINO,103574,20093,9394,2580,5239
594,69,Slots: Get Rich Free Slots Casino Games Offline,139860,1000000,4,0.7,1.4,0.0,CASINO,126642,5717,2420,1095,3984
595,70,Bingo Journey - Lucky & Fun Casino Bingo Games,138883,1000000,4,2.4,4.7,0.0,CASINO,103586,18665,8883,2911,4835
596,71,Best Casino Free Slots: Casino Slot Machine Games,131646,1000000,4,0.0,0.0,0.0,CASINO,85071,22022,10736,4148,9666
597,72,Stars Slots - Casino Games,126322,1000000,4,2.6,5.6,0.0,CASINO,103766,10635,5038,1742,5138
598,73,Jackpot Magic Slots™: Social Casino & Slot Games,125918,5000000,4,0.1,0.2,0.0,CASINO,88160,15582,6712,2896,12565
599,74,Bingo Holiday: Free Bingo Games,123277,1000000,4,3.6,6.3,0.0,CASINO,90489,20226,8054,1588,2918
600,75,Free Slots!,122801,5000000,4,0.8,1.9,0.0,CASINO,110967,5426,2458,1019,2928
601,76,ไพ่แคง-รวมดัมมี่dummy ป๊อกเด้ง เก้าเกไทย เกมไพ่ฟรี,120434,1000000,4,1.5,3.0,0.0,CASINO,104694,7396,4236,1375,2731
602,77,Cash Storm Casino - Free Vegas Jackpot Slots Games,117668,1000000,4,106.2,4.2,0.0,CASINO,102696,5785,3091,1401,4692
603,78,Free Slots Casino - Adventures,116891,1000000,4,0.0,0.1,0.0,CASINO,103484,5940,2023,807,4634
604,79,myVEGAS Blackjack 21 - Free Vegas Casino Card Game,116673,1000000,4,0.1,0.1,0.0,CASINO,93674,13383,3198,1609,4807
605,80,Cash Blitz Free Slots: Casino Slot Machine Games,112869,1000000,4,4.1,9.6,0.0,CASINO,102054,5274,2202,730,2607
606,81,SLOTS - Black Diamond Casino,107509,1000000,4,0.1,0.2,0.0,CASINO,79688,14753,3703,2096,7267
607,82,Winning Slots casino games:free vegas slot machine,107253,5000000,4,0.3,0.7,0.0,CASINO,83222,6679,4141,3006,10203
608,83,ไพ่เท็กซัสไทย HD,103380,1000000,4,0.0,0.1,0.0,CASINO,78160,10300,5230,1980,7710
609,84,Vegas Downtown Slots™ - Slot Machines & Word Games,102352,1000000,4,0.0,0.0,0.0,CASINO,76766,11076,5291,2353,6863
610,85,ดัมมี่ไทยแลนด์-รวมไพ่แคง เก้าเก ไฮโล เกมไพ่ฟรี,100479,1000000,4,2.4,5.5,0.0,CASINO,91237,3977,2043,877,2342
611,86,Bingo™,99465,5000000,4,0.0,0.0,0.0,CASINO,71856,12049,6509,2619,6429
612,87,Slots on Tour Casino - Vegas Slot Machine Games HD,99082,500000,4,0.1,0.2,0.0,CASINO,78458,14511,3405,749,1957
613,88,Lightning Link Casino: Best Vegas Casino Slots!,97488,5000000,4,3.1,5.5,0.0,CASINO,64510,12362,5972,3254,11387
614,89,Spin Day - Win Real Money,94814,1000000,3,0.1,0.2,0.0,CASINO,47906,8026,7360,4920,26599
615,90,Old Vegas Slots – Classic Slots Casino Games,94628,1000000,4,0.2,0.3,0.0,CASINO,78741,7178,3029,1389,4289
616,91,Royal Casino,92912,5000000,4,2.1,5.4,0.0,CASINO,67690,7454,4956,2668,10142
617,92,OMG! Fortune Slots - Grand Casino Games,90370,1000000,4,0.0,0.0,0.0,CASINO,68116,10388,5149,1826,4889
618,93,Blackjack 21,90110,1000000,4,0.0,0.0,0.0,CASINO,65034,10141,3586,2191,9155
619,94,Bingo Blaze - Free Bingo Games,89886,1000000,4,0.7,1.4,0.0,CASINO,72362,9441,4365,1308,2407
620,95,Fun Big 2,87528,1000000,4,0.0,0.0,0.0,CASINO,73570,6359,3015,1128,3454
621,96,Lotto Scratch – Las Vegas,87102,1000000,4,0.2,0.5,0.0,CASINO,72719,6222,2636,1238,4284
622,97,Slots: Free Slot Machines,86366,1000000,4,0.3,0.9,0.0,CASINO,66745,8015,4197,2003,5403
623,98,Jackpot Crush – Free Vegas Slot Machines,85258,1000000,4,4.2,9.7,0.0,CASINO,68846,9410,2950,960,3090
624,99,High 5 Casino: The Home of Fun & Free Vegas Slots,84646,1000000,4,0.2,0.5,0.0,CASINO,60073,8840,4614,2856,8260
625,100,Slots! CashHit Slot Machines & Casino Games Party,83313,1000000,4,0.1,0.3,0.0,CASINO,64498,9941,3313,1247,4311
626,1,Candy Crush Saga,31367945,1000000000,4,0.9,1.6,0.0,CASUAL,23837448,4176798,1534041,486005,1333650
627,2,My Talking Tom,16810315,500000000,4,0.3,0.5,0.0,CASUAL,12234051,1514188,851145,465627,1745303
628,3,My Talking Angela,13050503,500000000,4,0.6,1.4,0.0,CASUAL,9165205,1073761,636763,399662,1775110
629,4,Hay Day,12098786,100000000,4,0.5,1.2,0.0,CASUAL,9031154,1239752,599727,297910,930241
630,5,Pou,11506051,500000000,4,0.2,0.5,0.0,CASUAL,8175679,1051014,688712,346244,1244400
631,6,Gardenscapes,10721875,100000000,4,0.6,1.5,0.0,CASUAL,7566483,1406080,591119,264105,894086
632,7,Minion Rush: Despicable Me Official Game,10659387,100000000,4,0.0,0.1,0.0,CASUAL,7884729,1105063,542317,236861,890414
633,8,Homescapes,10159890,100000000,4,0.8,2.1,0.0,CASUAL,7089644,1367797,604525,262575,835347
634,9,Farm Heroes Saga,9123920,100000000,4,0.6,1.2,0.0,CASUAL,7097079,1176491,433227,128489,288631
635,10,Township,8306868,100000000,4,0.6,1.2,0.0,CASUAL,5666720,959679,483208,261701,935558
636,11,Candy Crush Soda Saga,8071775,100000000,4,0.4,0.8,0.0,CASUAL,6031478,1145290,420595,132006,342404
637,12,Plants vs Zombies™ 2 Free,6964142,100000000,4,0.5,1.1,0.0,CASUAL,5161994,738250,337096,159672,567126
638,13,Coin Master,5768595,100000000,4,2.0,5.0,0.0,CASUAL,4089427,617190,303609,139343,619023
639,14,Angry Birds 2,5720687,100000000,4,0.4,0.9,0.0,CASUAL,4040927,701272,315427,150412,512646
640,15,My Cafe — Restaurant Game. Serve & Manage,4170408,50000000,4,0.6,1.4,0.0,CASUAL,3234679,428334,200017,86064,221311
641,16,The Simpsons™: Tapped Out,4079806,100000000,4,0.1,0.2,0.0,CASUAL,2650097,486532,256817,141989,544370
642,17,My Talking Tom 2,3617773,100000000,4,2.0,4.6,0.0,CASUAL,2619420,297742,172533,114892,413183
643,18,Bubble Witch 2 Saga,2954685,100000000,4,252.7,0.1,0.0,CASUAL,2182994,442668,186915,45788,96317
644,19,FarmVille 2: Country Escape,2914639,50000000,4,0.3,0.5,0.0,CASUAL,1994505,407586,195237,87860,229449
645,20,Talking Tom Cat,2264014,100000000,3,0.7,1.5,0.0,CASUAL,1459128,186361,140080,100488,377954
646,21,My Home - Design Dreams,2154956,100000000,4,0.9,2.1,0.0,CASUAL,1513881,301704,140589,56303,142476
647,22,Best Fiends - Free Puzzle Game,2091145,50000000,4,0.5,1.0,0.0,CASUAL,1646856,256082,76653,33048,78503
648,23,PewDiePie's Tuber Simulator,2001718,10000000,4,0.1,0.2,0.0,CASUAL,1671110,180104,55116,21918,73468
649,24,Ice Age Village,1898651,50000000,4,0.0,0.1,0.0,CASUAL,1399681,245543,112191,39947,101286
650,25,My Talking Tom Friends,1876427,100000000,4,5.4,12.0,0.0,CASUAL,1404351,145789,83448,52288,190548
651,26,Dumb Ways to Die 2: The Games,1782012,100000000,4,0.0,0.1,0.0,CASUAL,1265351,195451,108001,46276,166930
652,27,Candy Crush Friends Saga,1683260,50000000,4,0.8,1.6,0.0,CASUAL,1268463,242273,83832,27455,61234
653,28,Family Farm Seaside,1627243,50000000,4,0.3,0.8,0.0,CASUAL,1204255,135347,78073,44346,165218
654,29,Bubble Shooter,1503412,100000000,4,3.1,6.7,0.0,CASUAL,1033894,163259,108056,54617,143583
655,30,Pirate Kings™️,1432166,10000000,4,0.2,0.3,0.0,CASUAL,1049465,142061,64707,33473,142459
656,31,MY LITTLE PONY: Magic Princess,1431962,50000000,4,0.2,0.3,0.0,CASUAL,975697,146337,81939,48296,179690
657,32,My Horse,1378621,10000000,4,0.0,0.1,0.0,CASUAL,983456,257030,77494,15776,44864
658,33,Blossom Blast Saga,1326867,50000000,4,0.1,0.3,0.0,CASUAL,956682,190254,81633,28037,70258
659,34,Gacha Club,1222505,10000000,4,5.9,12.9,0.0,CASUAL,976018,118010,42649,18392,67434
660,35,Diamond Digger Saga,1218003,10000000,4,0.0,0.1,0.0,CASUAL,883862,199331,79682,18938,36188
661,36,Farm Heroes Super Saga,1135695,10000000,4,0.2,0.4,0.0,CASUAL,825239,185210,69324,19865,36055
662,37,My Talking Hank,1131205,100000000,4,0.7,1.6,0.0,CASUAL,809274,94858,59551,38632,128888
663,38,Papa Pear Saga,1099997,50000000,4,196.3,0.1,0.0,CASUAL,813086,144035,64753,23147,54974
664,39,My Boo: Your Virtual Pet Game To Care and Play,1009374,10000000,4,0.2,0.5,0.0,CASUAL,784152,106559,46334,17864,54463
665,40,Puppy Town - Merge & Win,978460,50000000,4,1.5,4.2,0.0,CASUAL,673255,72892,32537,20945,178828
666,41,Save The Girl,952348,100000000,3,1.1,2.6,0.0,CASUAL,591803,80978,62429,48097,169038
667,42,Smurfs' Village,941133,10000000,4,0.1,0.1,0.0,CASUAL,731661,81527,45176,19280,63487
668,43,My Dolphin Show,939577,50000000,4,0.3,0.7,0.0,CASUAL,676889,96965,56485,26929,82307
669,44,Green Farm 3,924595,10000000,4,0.4,0.7,0.0,CASUAL,571381,115687,76942,38875,121707
670,45,Pet Rescue Saga,921224,100000000,4,0.0,0.0,0.0,CASUAL,751461,107090,30751,10390,21529
671,46,"Good Pizza, Great Pizza",910777,50000000,4,2.1,5.0,0.0,CASUAL,651420,117048,52529,24633,65145
672,47,Bubble Shooter,881816,100000000,4,1.2,2.8,0.0,CASUAL,622790,117945,56216,23294,61569
673,48,Rodeo Stampede: Sky Zoo Safari,880964,10000000,4,0.4,0.8,0.0,CASUAL,566493,120253,69961,33039,91215
674,49,Stickman Warriors,875343,50000000,4,0.2,0.3,0.0,CASUAL,585941,90239,60299,28150,110712
675,50,Idle Arks: Build at Sea,865040,10000000,4,5.5,14.0,0.0,CASUAL,638136,98626,54652,22207,51416
676,51,Bubbu – My Virtual Pet,847777,50000000,4,1.8,3.7,0.0,CASUAL,660874,63957,33911,20752,68280
677,52,BTS WORLD,781393,10000000,4,0.7,1.4,0.0,CASUAL,689356,38419,16073,7813,29731
678,53,Let's Create! Pottery Lite,777217,10000000,4,0.3,0.5,0.0,CASUAL,532145,83892,54115,28958,78104
679,54,Covet Fashion - Dress Up Game,752953,10000000,4,0.4,0.6,0.0,CASUAL,419680,145021,65512,34343,88394
680,55,World Chef 🍰🍔🍝🍓,712766,10000000,4,0.0,0.1,0.0,CASUAL,515705,91031,43134,17633,45261
681,56,What if..,685365,5000000,4,0.0,0.0,0.0,CASUAL,552588,94468,21233,5136,11938
682,57,Virtual Families 2,679330,10000000,4,0.0,0.1,0.0,CASUAL,432002,91148,56154,24538,75485
683,58,Angry Birds POP Bubble Shooter,670105,10000000,4,0.2,0.3,0.0,CASUAL,494241,81755,38494,15919,39693
684,59,The Simpsons™: Tapped Out,665838,10000000,4,0.1,0.1,0.0,CASUAL,482665,78462,35349,17654,51705
685,60,Wonder Zoo - Animal rescue !,659139,10000000,4,0.2,0.3,0.0,CASUAL,451806,82817,44197,20209,60108
686,61,Furby BOOM!,655486,10000000,4,0.0,0.0,0.0,CASUAL,497030,57511,30349,13680,56912
687,62,Shopping Mall Girl - Dress Up & Style Game,652820,50000000,4,0.9,1.9,0.0,CASUAL,452065,54651,38207,25278,82615
688,63,Plants vs. Zombies™ 2 Free,649699,10000000,4,0.3,0.6,0.0,CASUAL,467599,79307,35546,17028,50216
689,64,Plants vs. Zombies™ Heroes,636439,10000000,4,1.2,2.3,0.0,CASUAL,454670,70717,34755,17372,58923
690,65,Twist Hit!,627963,10000000,4,0.0,0.1,0.0,CASUAL,456597,74051,44136,16750,36428
691,66,Hello Kitty Nail Salon,627042,100000000,4,1.2,2.7,0.0,CASUAL,440620,46732,31244,22519,85924
692,67,Board Kings™️: Fun Board Games,605422,10000000,4,3.2,6.5,0.0,CASUAL,473424,51048,22893,13584,44471
693,68,Moy 3 - Virtual Pet Game,603781,10000000,4,0.0,0.1,0.0,CASUAL,462582,58790,33494,11913,36999
694,69,Fish Live,602123,10000000,4,0.0,0.1,0.0,CASUAL,459046,63875,35736,10925,32537
695,70,Family Island™ - Farm game adventure,592625,10000000,4,10.0,19.3,0.0,CASUAL,411401,90484,39822,15183,35732
696,71,Cow Evolution: Crazy Cow Making Idle Merge Games,570955,10000000,4,0.3,0.5,0.0,CASUAL,443937,66232,26738,10215,23830
697,72,BlockBuild: Craft Your Dream World,568174,10000000,4,0.1,0.2,0.0,CASUAL,364726,54802,38870,19860,89914
698,73,Paradise Island 2: Hotel Game,567668,10000000,4,0.3,0.7,0.0,CASUAL,392672,118389,23787,8741,24077
699,74,Kiss Kiss: Spin the Bottle for Chatting & Fun,556525,10000000,4,5.5,11.8,0.0,CASUAL,438288,22770,12779,9891,72795
700,75,Moy 2 - Virtual Pet Game,540665,10000000,4,0.1,0.3,0.0,CASUAL,389914,49587,35329,16166,49667
701,76,Lost Island: Blast Adventure,539618,10000000,4,0.4,0.9,0.0,CASUAL,392042,84757,31131,10657,21028
702,77,Stupid Zombies 3,532119,10000000,4,0.2,0.5,0.0,CASUAL,391786,63353,34261,12140,30576
703,78,Idle Sightseeing Train - Game of Train Transport,526404,1000000,4,625.9,1251.8,0.0,CASUAL,332168,78207,48369,16909,50748
704,79,Dumb Ways to Die,521999,50000000,4,0.3,0.6,0.0,CASUAL,333246,64379,41810,21779,60782
705,80,Bubble Shooter,513273,100000000,4,0.3,0.6,0.0,CASUAL,356049,63918,35560,16181,41563
706,81,Fruit Block - Puzzle Legend,510146,10000000,4,1914.7,1.7,0.0,CASUAL,338839,73912,48046,16253,33093
707,82,Island Experiment,497556,10000000,4,0.0,0.0,0.0,CASUAL,220970,146774,82128,15085,32597
708,83,Bubble Shooter,487206,100000000,4,0.5,1.1,0.0,CASUAL,339101,60100,31478,14670,41854
709,84,Moy 4 - Virtual Pet Game,476520,10000000,4,0.1,0.3,0.0,CASUAL,355557,44409,26769,12156,37627
710,85,Moy - Virtual Pet Game,475705,10000000,4,0.1,0.1,0.0,CASUAL,335504,44683,31325,13678,50513
711,86,HappyFish,469274,1000000,4,0.0,0.1,0.0,CASUAL,348400,68745,30278,5392,16457
712,87,Match Masters,462861,10000000,4,24.0,49.3,0.0,CASUAL,328311,64534,28243,9107,32664
713,88,Gacha Studio (Anime Dress Up),462460,10000000,3,0.7,1.4,0.0,CASUAL,278605,46716,34234,22630,80272
714,89,Cooking Dash,458766,10000000,4,0.1,0.2,0.0,CASUAL,279541,73007,41708,20739,43768
715,90,LINE 旅遊大亨,444080,5000000,3,0.0,0.0,0.0,CASUAL,226320,43452,36250,17770,120287
716,91,Little Big City 2,442100,10000000,3,0.3,0.6,0.0,CASUAL,259916,61224,39116,19478,62364
717,92,Kids Doodle - Color & Draw Free Game,430459,50000000,4,0.0,0.1,0.0,CASUAL,309838,47284,26040,10352,36942
718,93,Dance Clash: Ballet vs Hip Hop,428132,10000000,4,0.9,2.1,0.0,CASUAL,295035,44478,27154,14836,46626
719,94,sand:box,414428,10000000,4,1.7,3.8,0.0,CASUAL,297229,47857,24352,11976,33011
720,95,Gacha Life,405505,50000000,4,0.3,0.6,0.0,CASUAL,307443,40558,16388,7553,33561
721,96,Wildscapes,385882,10000000,4,0.6,1.3,0.0,CASUAL,273707,57256,22876,9323,22718
722,97,Bravoloto,381919,5000000,4,0.1,0.2,0.0,CASUAL,316246,31810,9963,5205,18692
723,98,Harvest Land: Farm & City Building,378085,10000000,4,2.0,4.2,0.0,CASUAL,258091,47714,27671,11842,32765
724,99,The Battle Cats,373522,10000000,4,1.4,2.9,0.0,CASUAL,289498,37687,15999,6754,23581
725,100,Big Farm: Mobile Harvest – Free Farming Game,370755,10000000,4,508.1,2.8,0.0,CASUAL,233460,65503,22707,12643,36439
726,1,Toca Life World: Build stories & create your world,1690405,50000000,4,11.1,26.7,0.0,EDUCATIONAL,1191130,195192,95400,50193,158487
727,2,Toca Kitchen 2,1543998,100000000,4,0.9,2.0,0.0,EDUCATIONAL,1044380,167400,99241,57056,175918
728,3,Cooking Mama: Let's cook!,758930,50000000,4,0.6,1.3,0.0,EDUCATIONAL,569677,64417,38966,21992,63877
729,4,知識王,571355,1000000,4,0.0,0.0,0.0,EDUCATIONAL,395665,71737,37756,15358,50837
730,5,Animal Jam,519854,10000000,4,0.4,0.8,0.0,EDUCATIONAL,330550,67983,37226,19708,64384
731,6,My Town: Home Doll house - Family Playhouse,469665,10000000,4,3.7,7.9,0.0,EDUCATIONAL,338284,37308,23232,16939,53900
732,7,Skillz - Logic Brain Games,440099,10000000,4,0.3,0.6,0.0,EDUCATIONAL,284760,81030,28581,12818,32907
733,8,Mandala Coloring Pages,335602,50000000,4,0.6,1.2,0.0,EDUCATIONAL,227796,38019,21197,13605,34982
734,9,Baby Panda's Supermarket,299512,100000000,4,2.1,5.1,0.0,EDUCATIONAL,221507,19279,12167,10193,36364
735,10,Baby Panda World,229515,50000000,4,11.0,23.1,0.0,EDUCATIONAL,177112,13802,8861,6241,23497
736,11,Masha and the Bear. Educational Games,210406,100000000,4,1.9,4.3,0.0,EDUCATIONAL,142332,15737,11577,9045,31713
737,12,Pepi House: Happy Family,204816,10000000,4,1.5,3.3,0.0,EDUCATIONAL,132787,19175,11845,9717,31289
738,13,"Math Games, Learn Add, Subtract, Multiply & Divide",201926,10000000,4,3.0,6.9,0.0,EDUCATIONAL,154697,16426,8631,5266,16904
739,14,Girl Games: Unicorn Cooking Games for Girls Kids,191141,10000000,4,10.0,24.7,0.0,EDUCATIONAL,150962,11416,6201,5011,17549
740,15,Pepi Super Stores: Fun & Games,188628,10000000,4,1.8,4.0,0.0,EDUCATIONAL,131144,14630,9261,7644,25947
741,16,LEGO® DUPLO® Train,185082,10000000,4,0.0,0.0,0.0,EDUCATIONAL,129634,16481,12725,5763,20476
742,17,Little Panda's Restaurant,177900,50000000,4,3.5,6.7,0.0,EDUCATIONAL,136565,10350,6860,5324,18798
743,18,Smolsies - My Cute Pet House,164764,10000000,4,3.3,7.3,0.0,EDUCATIONAL,118137,14783,8830,5341,17670
744,19,Baby Panda Care,161896,50000000,4,1.1,2.4,0.0,EDUCATIONAL,113255,11857,7862,7032,21887
745,20,超級單字王 - 英檢、多益、托福 輕鬆學,158721,500000,4,0.6,1.1,0.0,EDUCATIONAL,149917,6111,1435,358,897
746,21,Baby Panda's School Bus - Let's Drive!,155279,50000000,4,4.9,9.8,0.0,EDUCATIONAL,117842,9711,6246,4458,17020
747,22,Baby Panda's Fashion Dress Up Game,152780,50000000,4,3.1,6.8,0.0,EDUCATIONAL,113689,8994,6478,5001,18617
748,23,"Truck games for kids - build a house, car wash",147633,100000000,4,5446.9,10.2,0.0,EDUCATIONAL,98893,11767,8266,6773,21932
749,24,"Baby Games for 2,3,4 year old toddlers",146101,10000000,4,4.6,10.0,0.0,EDUCATIONAL,111993,21993,6404,1817,3892
750,25,Fluvsies - A Fluff to Luv,145347,10000000,4,8.2,18.8,0.0,EDUCATIONAL,110407,11110,6183,3914,13730
751,26,My Town : Police Station. Policeman Game for Kids,142128,10000000,4,2.1,4.4,0.0,EDUCATIONAL,97965,10628,7445,6616,19471
752,27,Baby Panda’s Ice Cream Shop,141681,50000000,4,2.2,4.7,0.0,EDUCATIONAL,105203,9009,6799,4859,15808
753,28,Coloring & Learn,138294,50000000,4,4.6,11.1,0.0,EDUCATIONAL,95108,13510,8076,5246,16351
754,29,Meow Meow Star Acres,135433,1000000,4,0.1,0.2,0.0,EDUCATIONAL,103645,13910,7204,2797,7874
755,30,Supermarket: Shopping Games for Kids,132854,10000000,4,1.5,3.4,0.0,EDUCATIONAL,95241,8553,5436,4416,19206
756,31,Little Panda's Chinese Recipes,129911,50000000,4,2.5,5.0,0.0,EDUCATIONAL,98822,8155,5566,3684,13682
757,32,Little Panda Policeman,128528,50000000,4,3.4,7.5,0.0,EDUCATIONAL,92578,8404,6004,4602,16937
758,33,من سيربح المليون الموسوعة,123262,10000000,4,1.4,2.8,0.0,EDUCATIONAL,91784,5925,5156,3677,16718
759,34,Do Not Disturb! Get Prankster in a Hilarious Game,121977,10000000,4,1.9,4.1,0.0,EDUCATIONAL,82251,11555,11792,4308,12068
760,35,My Town: Play & Discover - City Builder Game,116243,10000000,4,2013.3,9.3,0.0,EDUCATIONAL,80372,8500,5402,4349,17617
761,36,Make-Up Me: Superstar,106074,10000000,4,0.0,0.0,0.0,EDUCATIONAL,75946,12756,7102,2217,8051
762,37,Multiplication Table Kids Math,103248,10000000,4,0.0,0.0,0.0,EDUCATIONAL,74312,10957,5883,2047,10048
763,38,MentalUP - Learning Games & Brain Games,102219,5000000,4,2.1,4.8,0.0,EDUCATIONAL,90114,4431,1625,852,5194
764,39,"Math Exercises for the brain, Math Riddles, Puzzle",102168,5000000,4,2.7,5.9,0.0,EDUCATIONAL,77581,13635,4971,2006,3972
765,40,Princess Salon: Frozen Party,101418,10000000,3,0.5,0.2,0.0,EDUCATIONAL,66006,7186,6156,4757,17311
766,41,Little Panda’s Summer: Ice Cream Bars,94157,10000000,4,1.9,4.5,0.0,EDUCATIONAL,72545,5575,3879,2822,9334
767,42,Little Panda: Princess Makeup,91946,10000000,4,5.6,12.3,0.0,EDUCATIONAL,65777,6298,4430,3427,12011
768,43,Reaction training,91542,1000000,4,5.9,15.1,0.0,EDUCATIONAL,77154,9565,1942,759,2120
769,44,Make-Up Me,90720,10000000,3,0.1,0.1,0.0,EDUCATIONAL,55578,8660,7441,4235,14803
770,45,Bini Super ABC! Preschool Learning Games for Kids!,90184,10000000,4,2.5,6.0,0.0,EDUCATIONAL,68668,9896,4022,2070,5525
771,46,LEGO® DUPLO® Town,89570,10000000,3,0.0,0.0,0.0,EDUCATIONAL,55869,7412,5656,4419,16211
772,47,My Town : Fashion Show,88278,10000000,4,2.7,6.0,0.0,EDUCATIONAL,62679,6818,4119,3682,10977
773,48,Little Panda's Farm Story,85437,10000000,4,2.5,5.1,0.0,EDUCATIONAL,66723,5406,3610,2174,7521
774,49,Little Panda: Princess Dress Up,83994,10000000,4,1.7,3.5,0.0,EDUCATIONAL,58641,5858,4008,3538,11946
775,50,"Сказки и развивающие игры для детей, малышей",81628,1000000,4,0.5,1.1,0.0,EDUCATIONAL,71135,6195,1678,759,1858
776,51,Baby Panda's Carnival - Christmas Amusement Park,81135,10000000,4,1.6,3.9,0.0,EDUCATIONAL,60102,5200,3703,2615,9512
777,52,My Town : Beauty contest - Dress Up Game for Girls,79583,10000000,4,3.1,7.1,0.0,EDUCATIONAL,57296,5472,4000,3121,9691
778,53,Monster Trucks Game for Kids 2,79263,50000000,3,2.3,5.2,0.0,EDUCATIONAL,50961,6250,4670,3720,13660
779,54,ほしの島のにゃんこ,78145,1000000,4,0.2,0.3,0.0,EDUCATIONAL,42904,14624,8998,3381,8236
780,55,Urban City Stories,76981,10000000,3,5.4,11.9,0.0,EDUCATIONAL,43442,7060,5325,5046,16106
781,56,Jungle Animal Hair Salon - Styling Game for Kids,76498,10000000,3,0.4,0.9,0.0,EDUCATIONAL,47396,6488,5338,4288,12986
782,57,Tailor Kids,75435,10000000,4,0.1,0.2,0.0,EDUCATIONAL,53508,7325,6366,2088,6146
783,58,Snow Cone Maker - Frozen Foods,75270,10000000,4,0.1,0.2,0.0,EDUCATIONAL,54579,6354,4815,1908,7612
784,59,Baby Phone for Kids - Learning Numbers and Animals,75082,10000000,4,0.1,672.7,0.0,EDUCATIONAL,52362,5787,4729,2823,9379
785,60,Memory Games: Brain Training,73407,5000000,4,0.3,0.7,0.0,EDUCATIONAL,43304,15335,6560,2492,5713
786,61,My Town : Best Friends' House games for kids,72164,10000000,4,8.9,23.3,0.0,EDUCATIONAL,51654,5773,3346,2593,8796
787,62,Moonzy. Kids Mini-Games,70614,10000000,4,0.3,0.6,0.0,EDUCATIONAL,54274,4189,2324,1685,8139
788,63,Little Panda's Candy Shop,69285,10000000,4,0.6,1.4,0.0,EDUCATIONAL,52476,4439,2919,1999,7449
789,64,Kids Animals Jigsaw Puzzles ❤️🦄,68066,10000000,4,0.5,1.0,0.0,EDUCATIONAL,50643,6903,3048,1653,5817
790,65,Kids Educational Game 5,67910,10000000,4,2.1,4.6,0.0,EDUCATIONAL,47218,6153,3614,2559,8364
